,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Total
nonnegative matrix factorization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,18,27,27,47,39,78,78,75,87,111,121,90,79,102,76,1075
finite element methods,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,7,0,0,0,6,8,24,36,112,118,117,149,140,180,167,1072
significantly improves performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,9,13,19,31,59,76,87,100,134,235,289,1070
fake news detection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,63,97,152,191,138,190,194,1069
lower upper bounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,15,20,31,37,29,35,41,60,53,65,65,64,84,75,83,81,96,107,1067
demonstrate superiority proposed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,10,21,27,47,72,92,111,137,191,182,165,1066
reinforcement learning agents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,24,59,100,99,144,127,141,171,189,1064
benchmark datasets show,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,10,16,42,46,111,128,136,136,132,110,178,1060
training neural networks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,16,45,61,116,122,133,134,142,138,122,1058
bit error rate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,17,13,22,33,18,51,54,48,41,43,49,62,73,79,81,85,91,79,102,1056
orders magnitude faster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,15,9,26,29,39,52,82,81,114,104,121,125,115,124,1052
learning human feedback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,185,439,403,1050
various downstream tasks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,33,67,120,246,340,232,1048
consistently outperforms stateoftheart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,9,15,19,23,54,66,61,90,152,545,1042
reproducing kernel hilbert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,11,22,21,18,22,33,29,52,67,114,120,96,124,130,172,1041
supervised machine learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,10,7,26,36,82,112,135,135,142,124,106,110,1040
neural networks paper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,5,23,46,59,91,117,126,120,113,122,113,91,1040
challenging task due,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,9,7,17,39,43,85,109,110,107,177,139,186,1039
architecture search nas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,109,194,197,161,122,133,105,1039
direct preference optimization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,372,629,1034
massive multipleinput multipleoutput,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,46,57,65,69,98,105,133,127,104,121,75,1028
inverse reinforcement learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,12,0,32,53,72,98,120,95,116,114,146,153,1026
integer linear programming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,13,19,17,29,29,30,54,64,89,119,83,94,102,153,117,1020
numerical experiments show,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,5,9,13,14,24,34,41,57,91,104,126,121,119,107,138,1019
reinforcement learning human,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,7,6,15,169,418,383,1010
experiments synthetic realworld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,6,4,12,16,20,35,55,69,87,97,146,161,289,1008
video object segmentation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,43,77,94,95,90,113,151,170,161,1007
vector machine svm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,17,24,20,28,33,60,87,106,120,98,74,94,109,117,1007
paper address problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,12,18,26,39,32,39,47,75,79,105,108,98,88,87,66,71,1006
point cloud data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,8,20,38,79,92,81,122,169,196,188,1006
reinforcement learning methods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,18,28,65,86,95,109,118,120,150,205,1005
achieving stateoftheart performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,11,21,52,41,60,57,130,233,382,1004
novel deep learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,19,58,77,82,111,138,96,105,128,181,1003
plays critical role,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,7,0,5,7,12,18,25,40,54,78,85,137,171,348,996
gaussian mixture model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,13,13,26,38,65,54,90,113,86,108,93,151,130,996
learning federated learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,89,117,159,180,206,215,996
address gap introduce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,12,54,250,669,991
large multimodal models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,439,451,989
supervised finetuning sft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,220,723,988
time series classification,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,28,25,46,78,96,90,80,159,182,187,987
neural network rnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,21,58,108,129,114,126,119,95,74,87,49,986
three benchmark datasets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,17,24,39,57,89,117,127,157,155,191,985
mobile edge computing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,71,69,106,130,139,117,96,116,119,985
salient object detection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,32,21,44,60,100,143,142,143,99,92,96,984
models llms increasingly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,191,765,983
language models plms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,75,224,273,239,149,981
facial expression recognition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,24,36,33,65,67,99,111,124,115,164,133,979
new stateoftheart performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,10,27,66,77,117,150,184,163,172,979
using neural networks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,3,6,10,18,30,81,91,114,132,127,111,133,111,978
may independent interest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,12,15,9,29,19,21,35,28,54,59,68,83,80,113,116,109,117,977
paper study problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,7,12,27,21,41,43,43,49,87,85,118,97,91,107,76,61,977
realworld datasets show,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,11,27,23,47,81,92,121,120,134,119,193,975
data augmentation techniques,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,28,51,94,118,137,182,200,145,975
end propose novel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,9,17,40,54,93,125,138,171,183,134,972
maximum likelihood estimation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,22,12,23,29,26,37,65,75,96,112,108,105,104,143,971
recent years however,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,13,11,17,30,32,65,93,121,138,151,162,128,970
using natural language,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,23,27,62,60,88,113,150,199,223,970
results show model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,4,7,22,32,73,104,106,124,127,122,120,114,969
demonstrates superior performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,21,19,21,29,121,413,329,968
paper addresses problem,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,7,9,5,17,20,22,27,48,53,64,71,75,89,89,69,74,110,109,968
high computational costs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,20,22,33,57,107,246,468,968
bayesian neural networks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,14,56,103,121,139,111,136,138,139,968
paper propose method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,9,12,13,18,26,28,53,85,93,120,89,103,118,114,77,967
polynomial time algorithm,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,15,20,26,30,32,38,53,54,63,56,64,82,73,82,47,53,70,56,37,966
multiple instance learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,35,41,44,61,71,68,120,153,159,187,961
retrieval augmented generation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,56,463,429,954
achieved great success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,19,23,54,74,122,141,164,164,110,69,953
entity recognition ner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,19,43,75,104,110,124,166,154,138,952
modelbased reinforcement learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16,46,96,137,119,115,132,118,157,952
directions future research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,9,11,24,29,46,59,65,79,119,207,282,952
outperforms stateoftheart baselines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,21,27,34,72,88,108,167,422,952
reconfigurable intelligent surfaces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,108,143,140,165,188,178,951
empirical risk minimization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,13,28,35,51,53,85,98,98,120,135,96,124,951
open source software,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,10,9,13,19,32,25,52,16,39,63,61,69,105,128,68,112,117,950
aerial vehicle uav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,68,78,101,98,109,128,135,196,949
limited training data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,12,21,38,61,69,93,88,155,181,215,948
experimental results two,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,12,11,23,32,50,85,95,118,135,130,146,101,947
paper introduces new,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,6,6,3,6,13,18,16,24,26,22,43,51,61,72,66,81,105,177,138,946
results indicate proposed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,12,22,9,16,22,25,51,75,79,101,85,130,172,131,943
gaussian splatting dgs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,336,594,943
reinforcement learning based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,22,67,96,129,135,107,151,107,120,942
component analysis pca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,16,13,12,15,29,34,36,54,45,69,71,81,77,91,115,177,942
empirical results demonstrate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,6,6,9,19,25,44,53,60,68,127,240,269,941
question answering vqa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,32,42,41,57,70,72,130,185,281,939
introduce novel approach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,5,12,19,25,41,37,40,37,156,349,204,938
deep learning architecture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,55,104,114,110,110,103,82,101,129,936
modern machine learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,20,36,78,94,114,115,117,128,213,931
model achieves stateoftheart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,26,47,72,97,89,107,129,132,201,930
achieve better performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,4,5,15,15,33,60,80,89,144,139,136,125,69,929
proposed method significantly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,6,21,30,44,63,76,92,127,153,145,154,928
monte carlo simulations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,6,10,14,21,28,26,31,26,41,57,62,57,78,73,113,128,146,928
advances deep learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,46,58,71,111,96,130,109,129,161,927
stateoftheart deep learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,24,61,101,134,132,87,106,135,131,925
machine learning framework,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,18,17,37,66,78,96,106,116,126,254,925
challenges propose novel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,10,25,39,43,139,289,356,922
multiple access noma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,38,80,115,106,137,122,91,82,77,54,921
optimal control problems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,6,4,8,17,15,22,33,56,86,131,114,124,153,129,918
learning reinforcement learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,34,47,56,89,82,113,115,146,213,915
independent identically distributed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,7,9,10,14,14,29,27,27,25,27,35,37,61,79,78,104,104,115,100,914
performance compared existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,8,6,5,11,19,28,43,72,67,125,237,281,914
outperforms current stateoftheart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,9,17,43,56,72,103,118,132,178,173,912
significant performance gains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,11,14,19,17,42,33,40,48,55,59,87,89,133,248,912
paper consider problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,21,31,40,33,36,40,42,64,67,93,104,90,74,70,44,40,909
machine translation nmt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,67,120,125,143,119,87,89,80,37,908
state space models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13,16,21,17,17,44,46,395,326,908
speech emotion recognition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,36,68,96,123,157,182,184,908
anything model sam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,360,310,906
intrusion detection systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,11,12,7,30,10,12,7,11,24,46,55,63,93,83,87,136,202,905
extensive experiments four,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,19,31,55,83,115,148,185,252,905
incontext learning icl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,156,348,390,904
approach achieves stateoftheart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,15,27,34,62,53,81,71,130,173,246,902
work present novel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,4,4,27,30,53,79,98,101,94,120,138,142,902
variational autoencoder vae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,60,93,102,109,93,102,134,180,902
wireless communication systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,16,12,18,20,32,45,35,41,46,59,52,86,70,116,123,118,901
two case studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,12,13,12,16,27,22,40,71,76,102,93,120,122,161,900
multilayer perceptron mlp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,7,3,7,19,30,43,66,85,88,144,173,218,900
approach significantly outperforms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,21,20,39,46,71,80,73,105,69,135,229,900
remains largely unexplored,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,10,25,14,25,86,239,490,900
approach outperforms stateoftheart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,7,27,36,55,94,92,102,90,134,114,136,899
deep learning method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,28,66,93,125,124,128,124,120,72,898
results demonstrate approach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,6,14,18,14,43,32,46,54,115,236,306,895
based convolutional neural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,27,70,98,135,142,111,95,73,80,50,895
evaluation results show,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,8,20,36,58,71,80,117,95,131,116,149,895
stateoftheart performance across,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,11,18,30,20,78,239,487,894
two benchmark datasets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,9,6,27,43,82,85,97,113,142,138,140,892
answer set programming,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,8,10,0,4,4,26,33,21,55,39,33,37,45,44,73,66,90,46,70,80,95,890
artificial intelligence systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,23,20,48,78,79,138,198,290,887
intelligent transportation systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,7,13,30,37,46,86,75,72,94,171,234,885
achieve stateoftheart results,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,17,26,42,59,67,106,128,113,117,99,99,884
knowledge graphs kgs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,32,62,69,101,152,219,231,883
extensive experiments realworld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,8,12,16,33,61,77,79,107,181,292,880
achieved remarkable success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,14,26,35,61,113,214,396,879
object pose estimation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,11,36,60,71,70,151,168,139,158,879
paper presents comprehensive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,10,7,3,7,10,16,14,22,30,46,137,233,336,878
code pretrained models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,48,90,124,152,148,152,147,876
vision natural language,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,18,23,36,68,75,102,123,162,151,111,875
extensive experiments validate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,15,28,46,49,122,298,299,871
directed acyclic graph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,4,9,12,28,29,12,29,20,33,45,62,66,74,97,97,99,137,870
overcome limitations propose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,15,17,27,37,45,109,161,441,869
point cloud registration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,37,48,132,123,175,184,140,867
show approach outperforms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,11,20,30,51,79,92,104,111,136,102,123,867
poses significant challenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,14,20,17,19,165,365,251,865
gained significant attention,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11,18,30,22,34,179,272,288,865
experiments benchmark datasets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,18,23,52,64,68,88,100,148,297,864
white gaussian noise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,10,11,20,16,33,36,40,49,49,55,53,63,46,61,57,61,46,46,46,50,864
plays vital role,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,9,8,6,6,6,15,23,34,67,81,91,142,135,224,861
datasets demonstrate superiority,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,24,42,68,76,118,159,210,150,861
optimal power flow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,15,10,23,37,48,93,86,86,96,100,103,149,861
neural networks pinns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,63,104,157,211,301,860
new stateoftheart results,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,17,35,71,99,120,115,129,112,139,860
presents significant challenges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,8,5,5,70,326,435,860
amount training data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10,14,41,49,80,114,97,115,149,112,71,860
vision transformer vit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,142,158,221,259,858
presents novel approach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,7,8,19,13,35,31,35,35,38,37,142,254,187,855
consistently outperforms existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,7,9,14,28,24,33,61,170,500,854
via reinforcement learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,18,42,52,69,81,73,94,406,854
significantly improve performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,9,9,9,30,38,77,59,104,124,137,126,113,853
achieves better performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,7,11,15,36,46,66,92,113,135,120,103,92,852
methods code available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,20,39,83,99,174,206,222,851
effectiveness proposed framework,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,14,21,49,46,66,103,86,132,158,165,851
computer vision applications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,7,5,24,25,54,57,82,85,98,78,108,108,106,850
time series analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,10,22,14,18,38,59,40,61,64,111,211,187,850
high computational complexity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,11,17,23,27,38,29,59,75,69,102,96,136,148,849
topological data analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,13,14,11,17,18,60,85,71,79,123,100,125,123,848
datasets demonstrate method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,11,26,39,66,78,117,194,310,848
mean average precision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,23,19,48,60,59,71,85,107,154,198,848
outperforms previous stateoftheart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,19,33,49,96,102,125,154,135,121,847
superior performance proposed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,6,7,11,20,29,39,67,65,82,107,131,160,109,843
